Branch,Staff,Operating_Cost,Deposits_2016,Deposit_Growth,Avg_Deposits,Latitude,Longitude
Murphy's Corner Branch,0.0088344,883.44,44172,15530971.0,34874.142857142855,47.87954,-122.20685
Bridle Trails Branch,0.009656399999999999,965.64,48282,15528530.0,37669.71428571428,47.66571,-122.16414
Enumclaw Financial Center Branch,0.0063272,632.72,31636,15526887.0,26389.571428571428,47.20096,-121.98882
East Hazel Dell Branch,0.0035948,359.48,17974,15526790.0,13627.142857142857,45.6779,-122.66229
North Lynnwood Branch,0.0069932,699.32,34966,15528310.0,27474.428571428572,47.84064,-122.29815
Redmond Fm Financial Center Branch,0.005863999999999999,586.4,29320,15530687.0,21145.0,44.26842,-121.17798
West Francis Ave Branch,0.009642399999999999,964.24,48212,15527262.0,39668.142857142855,47.69656,-117.45236
Lake Stevens Branch,0.0111352,1113.52,55676,15530286.0,45168.57142857143,47.99843,-122.1109
Eagle Financial Center Branch,0.0172186,1721.8600000000001,86093,15522036.0,59706.28571428572,43.69005,-116.35531
Boise State St Financial Ctr Branch,0.0055336,553.36,27668,15531294.0,17137.714285714286,43.63872,-116.23338
Sandy Little Cottonwood Branch,0.0097728,977.28,48864,15533436.0,32001.14285714286,40.57929,-111.83417
Columbia Marketplace Branch,0.0082644,826.44,41322,15537104.0,23773.285714285714,43.54299,-116.15579
Port Orchard Fm Branch,0.0057712,577.12,28856,15527699.0,22569.85714285714,47.50485,-122.62821
Salmon Bay Branch,0.0094136,941.36,47068,15529018.0,35024.28571428572,47.6614,-122.36886
Thrashers Corner Branch,0.009975999999999999,997.6,49880,15531821.0,35775.28571428572,47.80722,-122.20748
57th & Regal Financial Center Branch,0.0095038,950.38,47519,15527600.0,38041.0,47.60223,-117.3651
University Place Branch,0.0049932,499.32,24966,15527160.0,20014.0,47.19937,-122.5278
International District Uwajimaya Brh,0.0157238,1572.38,78619,15536223.0,51216.142857142855,47.5975,-122.32762
Pocatello Branch,0.0029326,293.26,14663,15525665.0,10549.42857142857,42.88959,-112.45131
Ellensburg Branch,0.0052442,524.42,26221,15528906.0,18975.14285714286,46.99123,-120.54986
Wood Village Branch,0.0083888,838.88,41944,15528166.0,37300.42857142857,45.52979,-122.42871
Lake Sammamish Branch,0.010728399999999999,1072.84,53642,15526107.0,40142.142857142855,47.54741,-122.04062
Orenco Station Financial Ctr Branch,0.0181886,1818.8600000000001,90943,15542401.0,64402.28571428572,45.57137,-122.94686
Spokane - Thor Branch,0.002853,285.3,14265,15525043.0,13053.57142857143,47.65266,-117.36044
Boise-Franklin Financial Center Branch,0.0025017999999999998,250.18,12509,15527154.0,8628.285714285714,43.60283,-116.24502
Tumwater Financial Center Branch,0.006385399999999999,638.54,31927,15526704.0,25885.0,46.99992,-122.91539
Hawthorne & State Branch,0.0094208,942.08,47104,15530093.0,35562.28571428572,44.92776,-122.99352
Gateway St and Game Farm Rd Branch,0.0053988,539.88,26994,15527117.0,22831.571428571428,44.0852,-123.04181
Seattle-Belltown Financial Center Branch,0.0180894,1808.94,90447,15531275.0,57750.0,47.61576,-122.35069
Eastgate Financial Center Branch,0.008718799999999999,871.88,43594,15542786.0,21540.14285714286,43.58113,-116.17338
Royal West Branch,0.0038079999999999998,380.8,19040,15525411.0,16499.285714285714,44.07,-123.18024
Keizer Branch,0.0129562,1295.6200000000001,64781,15528896.0,54071.42857142857,45.00493,-123.02687
North Gig Harbor Branch,0.0122426,1224.26,61213,15541008.0,35771.57142857143,47.35903,-122.60815
Avondale Branch,0.0108472,1084.72,54236,15532541.0,35935.28571428572,47.67145,-122.10455
Barkley Village Center,0.0080018,800.1800000000001,40009,15529604.0,29497.714285714286,48.77123,-122.44517
Spokane Branch,0.011099999999999999,1110.0,55500,15528884.0,53092.42857142857,47.65903,-117.42135
Third and University Center,0.0578396,5783.96,289198,15555049.0,256163.85714285713,47.60689,-122.33538
Tacoma Westgate Financial Ctr Branch,0.0070431999999999995,704.32,35216,15529532.0,25671.571428571428,47.27117,-122.51345
Renton Highlands Finan Ctr Branc,0.0146956,1469.56,73478,15534188.0,53723.142857142855,47.47877,-122.16349
Meadow Springs Financial Ctr Branch,0.007837799999999999,783.78,39189,15530219.0,25503.0,46.22715,-119.25412
23rd & Jackson Financial Ctr Branch,0.0071318,713.1800000000001,35659,15518081.0,29713.714285714286,47.59924,-122.3023
Sandy Fm Financial Center Branch,0.005751399999999999,575.14,28757,15528175.0,21273.0,45.40316,-122.29106
South Eugene Branch,0.0054878,548.78,27439,15526918.0,20886.428571428572,44.02769,-123.09072
Des Moines-Redondo Sq Fin Ctr Branch,0.0055946,559.46,27973,15527969.0,23389.85714285714,47.358,-122.31263
Countryside Branch,0.009367,936.7,46835,15535590.0,33855.71428571428,28.00835,-82.73046
Westchester Playa Branch,0.0252058,2520.58,126029,15542782.0,92704.28571428571,33.95986,-118.41848
Manhattan Beach Village Branch,0.0269528,2695.28,134764,15533619.0,112201.71428571429,33.89528,-118.39583
Buffalo Grove - The Grove Branch,0.032247,3224.7000000000003,161235,15538900.0,81397.71428571429,42.15679,-87.95976
Elmhurst Plaza Branch,0.0079864,798.64,39932,15531232.0,24853.285714285714,41.86972,-87.93427
South Chicago Heights - Chicago & Sauk Trail Branch,0.005771999999999999,577.2,28860,15532572.0,14400.714285714286,41.48076,-87.6378
Hickory Palos Square Branch,0.0215518,2155.18,107759,15547404.0,53830.71428571428,41.71727,-87.818
Orland Park - Marley Creek Square Branch,0.0075331999999999994,753.32,37666,15527550.0,26139.14285714286,41.5625,-87.89044
Downers Grove Branch,0.0143638,1436.38,71819,15538067.0,37665.71428571428,41.80986,-87.98745
West Monroe and Franklin Branch,0.018087199999999998,1808.72,90436,15542517.0,56940.0,41.88063,-87.63489
Chicago - State & Division Branch,0.015188,1518.8,75940,15542467.0,44479.0,41.90434,-87.62869
Chicago - North & Larrabee Branch,0.012871599999999999,1287.16,64358,15535700.0,37116.142857142855,41.91098,-87.64359
North Broadway and Sheridan Branch,0.0048918,489.18,24459,15530444.0,14007.42857142857,41.96126,-87.65488
Chicago - Belmont Plaza Branch,0.0045674,456.74,22837,15528177.0,14408.0,41.93922,-87.71082
Chicago - Chatham Village Square Branch,0.005186,518.6,25930,15538392.0,12038.0,41.73571,-87.60657
Chicago - Lincoln & Wilson Branch,0.0089468,894.6800000000001,44734,15527077.0,21382.285714285714,42.0194,-87.67584
Lincoln and Summerdale Branch,0.0139952,1399.52,69976,15569824.0,23790.571428571428,41.97857,-87.69264
Chicago - 117th & Halsted Branch,0.004194799999999999,419.48,20974,15525896.0,11854.57142857143,41.68123,-87.64189
Chicago - 103rd & Michigan Branch,0.0017048,170.48,8524,15525359.0,6000.571428571428,41.70728,-87.62049
Chicago - North & Grand Branch,0.0036395999999999998,363.96,18198,15525862.0,11021.142857142857,41.90987,-87.7372
Clark and Gregory Branch,0.0073398,733.98,36699,15529107.0,25248.0,41.98262,-87.6686
Chicago - Chicago & Kedzie Branch,0.0033828,338.28000000000003,16914,15532561.0,7496.285714285715,41.89558,-87.70665
Niles - Four Flaggs Center Branch,0.0066852,668.52,33426,15528844.0,24160.0,42.05467,-87.82943
Riverdale - West 144th St Branch,0.0014142,141.42000000000002,7071,15525030.0,4641.428571428572,41.6336,-87.6288
Metropolitan Ave and Wood Branch,0.0085282,852.82,42641,15531147.0,29589.0,40.83727,-73.86078
Perry & Hull Branch,0.0041086,410.86,20543,15527643.0,13490.57142857143,40.87287,-73.87836
Castle Hill Avenue Branch,0.0052626,526.26,26313,15530257.0,17233.0,40.83496,-73.852
Vyse Avenue Branch,0.0041696,416.96000000000004,20848,15526396.0,14339.714285714286,40.84303,-73.87853
225th & Broadway Branch,0.0044399999999999995,444.0,22200,15526985.0,16397.428571428572,40.87436,-73.90948
Bay Plaza Branch,0.0086904,869.04,43452,15529230.0,32560.285714285714,40.86934,-73.82584
Nostrand Ave and Ave Y Branch,0.013681599999999999,1368.16,68408,15532640.0,47174.57142857143,40.59102,-73.9402
Fifth Avenue Branch,0.0177662,1776.6200000000001,88831,15530152.0,62297.71428571428,40.66616,-73.98873
So Brooklyn - Smith Street Branch,0.015873599999999998,1587.3600000000001,79368,15535539.0,50483.0,40.68511,-73.99157
Church Avenue Branch,0.007406599999999999,740.66,37033,15526865.0,28032.85714285714,40.6518,-73.93023
Dyker Heights Branch,0.0135222,1352.22,67611,15532565.0,44968.42857142857,40.61901,-74.00876
Kings Plaza Branch,0.0379066,3790.66,189533,15528831.0,184548.42857142858,40.60996,-73.92205
South Broadway and 4th St Branch,0.0078782,787.82,39391,15526337.0,26624.0,40.76217,-73.51687
Bellerose Branch,0.0132026,1320.26,66013,15531490.0,41626.857142857145,40.72537,-73.72072
New Rochelle Branch,0.0082172,821.72,41086,15525897.0,31138.571428571428,40.94615,-73.7955
Arcadian Shopping Center Branch,0.0061944,619.44,30972,15526729.0,27210.85714285714,41.14395,-73.86113
Land O Lakes - Collier Branch,0.010765,1076.5,53825,15534403.0,30549.428571428572,28.24716,-82.42402
Spring Hill - Mariner Branch,0.0178364,1783.64,89182,15558304.0,47248.42857142857,28.49331,-82.53989
Brandon Mall Branch,0.0054358,543.58,27179,15527842.0,18894.428571428572,27.93763,-82.29968
Brandon - Causeway Branch,0.0081928,819.28,40964,15529417.0,27454.428571428572,27.92295,-82.33058
Tampa Palms Branch,0.017235399999999998,1723.54,86177,15514193.0,53425.57142857143,28.0988,-82.39987
Hillsborough and Sheldon Branch,0.0061757999999999995,617.58,30879,15529769.0,18440.285714285714,27.99449,-82.57944
Tampa - Fletcher Avenue Branch,0.0102898,1028.98,51449,15531294.0,32751.571428571428,28.0692,-82.42812
Clermont East Branch,0.0124724,1247.24,62362,15532958.0,39766.57142857143,28.54657,-81.67792
University - Lockwood Ridge Branch,0.0194292,1942.92,97146,15542170.0,55567.857142857145,27.39225,-82.50547
Bradenton - West Cortez Branch,0.0110014,1100.14,55007,15526216.0,35371.57142857143,27.46273,-82.62547
St Petersburg - North Shore Branch,0.009683599999999999,968.36,48418,15525074.0,30522.714285714286,27.78019,-82.63848
Pinellas Park - Park Mall Branch,0.012352,1235.2,61760,15532779.0,33683.28571428572,27.83904,-82.71523
Pinellas Park - Park Blvd Branch,0.0077686,776.86,38843,15528112.0,27094.85714285714,27.83929,-82.73846
Clearwater - Downtown Branch,0.006267399999999999,626.74,31337,15527572.0,22501.14285714286,27.96024,-82.79995
Lakeland - Plantation Square Branch,0.004732999999999999,473.3,23665,15528120.0,15045.857142857143,28.11377,-81.94585
West Palm Beach Downtown Branch,0.014594,1459.4,72970,15528020.0,56684.28571428572,26.70622,-80.05099
Sarasota - Beneva Village Branch,0.011327,1132.7,56635,15531658.0,34438.71428571428,27.26927,-82.50069
Sarasota - Fruitville Road Branch,0.0104756,1047.56,52378,15528576.0,43930.57142857143,27.33801,-82.46248
Winter Park Palms,0.0064852,648.52,32426,15530797.0,20724.571428571428,28.59765,-81.28924
Sanford Branch,0.006369199999999999,636.92,31846,15530545.0,21086.428571428572,28.8117,-81.32359
Fort Pierce Branch,0.0069722,697.22,34861,15528905.0,24942.428571428572,27.42517,-80.32895
St Lucie West Branch,0.020943,2094.3,104715,15542226.0,63353.71428571428,27.31122,-80.40839
North Deland Branch,0.006377,637.7,31885,15527890.0,22518.428571428572,29.05501,-81.29997
East Hialeah Branch,0.008609799999999999,860.98,43049,15527768.0,29117.14285714286,25.82539,-80.27347
Miami - Kendall Square Branch,0.016871999999999998,1687.2,84360,15533743.0,55418.71428571428,25.65673,-80.39873
Miami-Tamiami Marketplace Branch,0.015276999999999999,1527.7,76385,15531929.0,53229.857142857145,25.76087,-80.42652
Miami - Miller West Branch,0.0106994,1069.94,53497,15534768.0,33177.57142857143,25.71349,-80.44839
Miami - Flagler Branch,0.0162976,1629.76,81488,15529119.0,64731.142857142855,25.76911,-80.35136
Orlando - Metrowest Branch,0.0098464,984.64,49232,15531115.0,32600.571428571428,28.5107,-81.45922
Vista Lakes Branch,0.0132774,1327.74,66387,15538966.0,38274.57142857143,28.46624,-81.27186
Winter Garden Branch,0.0118268,1182.68,59134,15536371.0,36861.0,28.55102,-81.58868
Orlando - Americana Branch,0.006998,699.8000000000001,34990,15528914.0,24364.85714285714,28.48836,-81.41732
Orlando - Avalon Park Branch,0.0092082,920.82,46041,15534578.0,28337.85714285714,28.53798,-81.15044
Saint Cloud Branch,0.0113524,1135.24,56762,15533523.0,37971.57142857143,28.25314,-81.31636
Lake Park - East Northlake Branch,0.005447,544.7,27235,15526783.0,20824.0,26.80725,-80.0566
West Palm Beach - Ibis Branch,0.0128772,1287.72,64386,15532043.0,42530.0,26.81147,-80.19919
Boca Raton - Yamato Branch,0.023535399999999998,2353.54,117677,15532305.0,71474.28571428571,26.39419,-80.09845
Lake Worth - Hypoluxo Village Branch,0.0062904,629.04,31452,15528898.0,22212.85714285714,26.57198,-80.11641
Greenacres-Military Crossings Branch,0.0058486,584.86,29243,15526174.0,24345.85714285714,26.60509,-80.11412
Lake Worth - US Hwy 441 Branch,0.0182152,1821.52,91076,15536782.0,61337.0,26.61732,-80.20244
Holiday Branch,0.0047745999999999995,477.46000000000004,23873,15526457.0,18229.85714285714,28.20713,-82.73957
Bruce B Downs and 56,0.0164762,1647.6200000000001,82381,15539336.0,49736.57142857143,28.17447,-82.35377
West Miramar Branch,0.0240966,2409.66,120483,15544373.0,65576.71428571429,25.97939,-80.35953
Fort Lauderdale Harbor Shops Branch,0.0162102,1621.02,81051,15540911.0,46897.28571428572,26.09912,-80.13074
North Lauderdale - Cypress Branch,0.008188599999999999,818.86,40943,15526149.0,29830.0,26.21127,-80.20425
Cooper City Commons Branch,0.0146682,1466.82,73341,15538365.0,46899.71428571428,26.03049,-80.269
Sheridan & I-75 Branch,0.0093586,935.86,46793,15527777.0,37108.857142857145,26.02957,-80.35966
Miramar Commons Branch,0.0111252,1112.52,55626,15513772.0,44165.57142857143,25.99315,-80.294
Hollywood - Young Circle Branch,0.0169686,1696.8600000000001,84843,15534454.0,61280.71428571428,26.01078,-80.14208
West Melbourne - Palm Branch,0.0130002,1300.02,65001,15529251.0,48977.0,28.03561,-80.66964
Lake Forest - Trabuco Branch,0.0123558,1235.58,61779,15534661.0,39213.28571428572,33.63738,-117.67974
Rancho Santa Margarita Branch,0.024007999999999998,2400.8,120040,15540433.0,85608.0,33.63741,-117.59012
Santa Ana Macarthur/Fairview Branch,0.0073354,733.54,36677,15524963.0,29679.714285714286,33.70004,-117.90628
Lincoln Branch,0.0141818,1418.18,70909,15531756.0,52807.71428571428,38.87272,-121.29807
Roseville - Foothills Branch,0.011278,1127.8,56390,15530448.0,44970.71428571428,38.76296,-121.31155
Corona Ontario Ave & Main St Branch,0.0307852,3078.52,153926,15567478.0,91811.57142857143,33.85665,-117.57212
LA Quinta Branch,0.0262168,2621.68,131084,15538603.0,103580.14285714286,33.71222,-116.2917
Mira Loma - Eastvale Branch,0.020554799999999998,2055.48,102774,15539986.0,69601.14285714286,33.97812,-117.55829
Iris and Lasselle Branch,0.009771,977.1,48855,15527849.0,35906.28571428572,33.89283,-117.20284
Hidden Springs Rd Branch,0.0200024,2000.24,100012,15542869.0,65980.57142857143,33.59616,-117.24801
Temecula - Redhawk Branch,0.0267484,2674.84,133742,15543227.0,85852.28571428571,33.48089,-117.09869
Riverside - Orangecrest Branch,0.014913,1491.3,74565,15535059.0,46488.42857142857,33.89432,-117.32502
Sacramento - Natomas Branch,0.0108794,1087.94,54397,15530369.0,40892.42857142857,38.63982,-121.50729
Apple Valley - Highway 18 Branch,0.0114868,1148.68,57434,15537029.0,41919.57142857143,34.59268,-117.13092
Chino - Towne Center Branch,0.0179186,1791.8600000000001,89593,15531428.0,66722.42857142857,34.03222,-117.68936
Fontana - Sierra Lakes,0.015385399999999999,1538.54,76927,15535707.0,50192.42857142857,34.13975,-117.43689
South Ontario Branch,0.010595,1059.5,52975,15534758.0,36554.857142857145,34.01916,-117.59494
Upland - Colonies Crossroads Branch,0.020503999999999998,2050.4,102520,15540571.0,73124.85714285714,34.13211,-117.6392
Chula Vista-Eastlake Terraces Branch,0.0118988,1189.88,59494,15535927.0,44540.42857142857,32.62844,-116.96665
San Diego - Sorrento Valley Branch,0.0165188,1651.88,82594,15544863.0,48170.71428571428,32.89459,-117.20228
San Diego Little Italy Branch,0.0139274,1392.74,69637,15537075.0,40127.142857142855,32.72004,-117.16829
San Diego - Clairemont Square Branch,0.0095994,959.94,47997,15530497.0,34726.142857142855,32.82482,-117.19992
San Francisco - Potrero Branch,0.0273756,2737.56,136878,15544557.0,84725.85714285714,37.7657,-122.40905
San Francisco - Embarcadero Branch,0.0172434,1724.3400000000001,86217,15537324.0,60387.57142857143,37.79481,-122.39877
San Francisco - Fulton Branch,0.0114962,1149.6200000000001,57481,15514558.0,47208.71428571428,37.77603,-122.44516
Pine St and Front Branch,0.021929399999999998,2192.94,109647,15549571.0,77150.85714285714,37.79237,-122.39904
San Francisco - Mission Bay Branch,0.028036199999999997,2803.62,140181,15513761.0,81155.57142857143,37.77712,-122.39273
Lathrop Branch,0.0091392,913.9200000000001,45696,15528912.0,25292.571428571428,37.8239,-121.28983
Manteca - Spreckels Branch,0.008544999999999999,854.5,42725,15532254.0,31238.714285714286,37.79665,-121.19813
Stockton - Hammer Lane Branch,0.0079364,793.64,39682,15527910.0,28940.285714285714,38.02018,-121.30058
Stockton - Brookside Branch,0.0122688,1226.88,61344,15529308.0,45173.57142857143,37.98426,-121.34607
Stockton Main Street Branch,0.008267799999999999,826.78,41339,15530788.0,33660.57142857143,37.95348,-121.28514
Tracy - Grant Line Branch,0.0115868,1158.68,57934,15528711.0,43872.857142857145,37.75415,-121.47252
Atascadero Branch,0.0080512,805.12,40256,15526387.0,29913.85714285714,35.47688,-120.65578
San Luis Obispo - Madonna Branch,0.0129786,1297.8600000000001,64893,15531904.0,44584.42857142857,35.26114,-120.68026
Campbell - Pruneyard Branch,0.016519199999999998,1651.92,82596,15535056.0,50866.42857142857,37.28993,-121.93184
Los Gatos - Los Gatos Blvd Branch,0.0127572,1275.72,63786,15528923.0,47975.57142857143,37.24131,-121.9602
San Jose - Lawrence Branch,0.0202444,2024.44,101222,15540737.0,63624.28571428572,37.32292,-121.99313
Cottle and Raleigh Branch,0.0091154,911.54,45577,15537657.0,22682.0,37.24986,-121.80388
San Jose - Alum Rock Branch,0.0058534,585.34,29267,15527644.0,21707.85714285714,37.35479,-121.8512
San Jose - Bernal Branch,0.011375999999999999,1137.6000000000001,56880,15529441.0,41608.71428571428,37.23106,-121.77315
LA Jolla Village Center Branch,0.039888599999999996,3988.86,199443,15557137.0,113099.0,32.86769,-117.23329
San Jose - Evergreen Branch,0.029156599999999998,2915.66,145783,15549656.0,95350.0,37.3138,-121.77347
